Item Master Primary Spec/Item Status Information/Archive^Item Master Primary Spec/Common Information/Commercial and Government Entity Code^Item Master Primary Spec/Common Information/Contract Number^Item Master Primary Spec/Common Information/Part Number^Item Master Primary Spec/Common Information/Part Name^Item Master Primary Spec/Common Information/Federal Supply Class^Item Master Primary Spec/Pricing/Original Unit Price^Item Master Primary Spec/Pricing/Original Unit of Issue^Item Master Primary Spec/Pricing/Quantity Per Unit Pack^Item Master Primary Spec/Common Information/Original Equipment Manufacturer Part Number^Item Master Primary Spec/Common Information/Original Equipment Manufacturer CAGE Code^Item Master Primary Spec/Common Information/Original Equipment Manufacturer Name^Item Master Primary Spec/Short Description^Item Master Primary Spec/Common Information/Days After Receipt of Order^Item Master Primary Spec/Long Description^Item Master Primary Spec/Common Information/Universal Product Code^Item Master Primary Spec/Commercial Information/Environmental Information/Hazardous Material Flag^Item Master Primary Spec/Sale Pricing/Sale Start Date^Item Master Primary Spec/Sale Pricing/Sale End Date^Item Master Primary Spec/Sale Pricing/Sale Price^Item Master Primary Spec/Commercial Information/Shipping Information/Shipment Level of Service/Standard Shipment Price^Item Master Primary Spec/Commercial Information/Shipping Information/Shipment Level of Service/Expedited Shipment Price^Item Master Primary Spec/Commercial Information/Shipping Information/Shipment Level of Service/Next Day Shipment Price^Item Master Primary Spec/Special Properties/Environmentally Preferred/Environmentally Preferred Indicator^Item Master Primary Spec/Special Properties/Environmentally Preferred/Justifying Comment^Item Master Primary Spec/Special Properties/Energy Star/Energy Star Indicator^Item Master Primary Spec/Special Properties/Energy Star/Justifying Comment^Item Master Primary Spec/Special Properties/Made in the USA/Made in the USA Indicator^Item Master Primary Spec/Special Properties/Made in the USA/Justifying Comment^Item Master Primary Spec/Characteristic Information
N^9V094^GS21F0001T^TM0220715^4X1/8X1-1/4 1A1 GD150 R100 PS 1/4^5120^162.35^EA^0^TM0220715^^3M CORP^4X1/8X1-1/4 1A1 GD150 R100 PS 1/4^7^4X1/8X1-1/4 1A1 GD150 R100 PS 1/4^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220720^6X1/4X1-1/4 1A1 GD150 RP100 PS 1/4^5120^290.61^EA^0^TM0220720^^3M CORP^6X1/4X1-1/4 1A1 GD150 RP100 PS 1/4^7^6X1/4X1-1/4 1A1 GD150 RP100 PS 1/4^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220724^7X1/4X1-1/4 1A1 GD150 R100 PS 1/4^5120^322.92^EA^0^TM0220724^^3M CORP^7X1/4X1-1/4 1A1 GD150 R100 PS 1/4^7^7X1/4X1-1/4 1A1 GD150 R100 PS 1/4^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220727^7X1/2X1-1/4 1A1 CGD120 R75 PS 1/8^5120^332.54^EA^0^TM0220727^^3M CORP^7X1/2X1-1/4 1A1 CGD120 R75 PS 1/8^7^7X1/2X1-1/4 1A1 CGD120 R75 PS 1/8^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220738^3-3/4X1-1/2X1-1/4 11V9 GD100 R100^5120^201.62^EA^0^TM0220738^^3M CORP^3-3/4X1-1/2X1-1/4 11V9 GD100 R100^7^3-3/4X1-1/2X1-1/4 11V9 GD100 R100^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220744^5X1-3/4X1-1/4 11V9 CGD100 R75^5120^253.13^EA^0^TM0220744^^3M CORP^5X1-3/4X1-1/4 11V9 CGD100 R75^7^5X1-3/4X1-1/4 11V9 CGD100 R75^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220747^3-3/4X1-1/2X1-1/4 11V9 CB100 R75^5120^280.17^EA^0^TM0220747^^3M CORP^3-3/4X1-1/2X1-1/4 11V9 CB100 R75^7^3-3/4X1-1/2X1-1/4 11V9 CB100 R75^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220810^5X1/2X1-1/4 1A1 GENDIE 100 3M^5120^391.01^EA^0^TM0220810^^3M CORP^5X1/2X1-1/4 1A1 GENDIE 100 3M^7^5X1/2X1-1/4 1A1 GENDIE 100 3M^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220811^5X1/4X1-1/4 1A1 GENDIE 100 3M^5120^285.39^EA^0^TM0220811^^3M CORP^5X1/4X1-1/4 1A1 GENDIE 100 3M^7^5X1/4X1-1/4 1A1 GENDIE 100 3M^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0220814^4X1/4X1-1/4 1A1 GENDIE 100 3M^5120^248.73^EA^0^TM0220814^^3M CORP^4X1/4X1-1/4 1A1 GENDIE 100 3M^7^4X1/4X1-1/4 1A1 GENDIE 100 3M^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0101985^3X1/32X3/8 3M GREEN CORPS TYPE 1^5120^5.93^EA^0^TM0101985^^3M CORP^3X1/32X3/8 3M GREEN CORPS TYPE 1^7^3X1/32X3/8 3M GREEN CORPS TYPE 1^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0101986^3X1/16X3/8 3M GREEN CORPS TYPE 1^5120^5.93^EA^0^TM0101986^^3M CORP^3X1/16X3/8 3M GREEN CORPS TYPE 1^7^3X1/16X3/8 3M GREEN CORPS TYPE 1^^^^^^^^^^^^^^^
N^9V094^GS21F0001T^TM0101994^4X1/32X3/8 3M GREEN CORPS TYPE 1^5120^6.91^EA^0^TM0101994^^3M CORP^4X1/32X3/8 3M GREEN CORPS TYPE 1^7^4X1/32X3/8 3M GREEN CORPS TYPE 1^^^^^^^^^^^^^^^
