OEM_NUMBER,UPC,upc 12 digit  text,VENDPART,OEM_NAME,PRODNAME,DESCRIPTION,PRICE,LIST PRICE,UOM,ITEMS_PER_UOI,Min Order Qty,DAYS_ARO,Image Ref,IMAGE_NAME,country_of_origin,JWOD,green_material_flag,PSC_CODE,gds_Categoryname,UNSPSC4,TAA Compliant,,,,,,,,,,,,,,,,,,,,,,,
QI516220,51128577509,'051128577509,5ZNK1,3M,Shrink Tubing 0.65in ID Black 2-3/4in,"QI-5/16-220,  MFR 3M, Cold Shrink Tubing Medium Wall EPDM Rubber Flame Retardant No Shrink Tubing Adhesive Lined No -66 Degrees to 500 Degrees F Shrink Ratio Not Rated 8 to 2/0 AWG Shrink Tubing I.D. Before Shrinking 0.650 In. I.D. After Shrinking 0.200 In. Shrink Tubing Length 2-3/4 In. Black Max Voltage 1000V Features No Torches or Heat Required with Sealing Mastic Standards ANSCI C119.1 Western Underground Guide 2.14",23.02,26.63,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5ZNK1_AS01?$S7PRODUCT$,5ZNK1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
QI1857325,51128577516,'051128577516,5ZNK3,3M,Shrink Tubing 2.25in ID Black 6in,"QI-18/57-325,  MFR 3M, Cold Shrink Tubing Medium Wall EPDM Rubber Flame Retardant No Shrink Tubing Adhesive Lined No -66 Degrees to 500 Degrees F Shrink Ratio Not Rated 250 to 1250 kcmil Shrink Tubing I.D. Before Shrinking 2.250 In. I.D. After Shrinking 0.710 In. Shrink Tubing Length 6 In. Black Max Voltage 1000V Features No Torches or Heat Required with Sealing Mastic Standards ANSCI C119.1 Western Underground Guide 2.14",33.39,40.55,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5ZNK1_AS01?$S7PRODUCT$,5ZNK1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
M106FBX,51128577899,'051128577899,3NLV1,3M,Fork Terminal Block #6 Stud Bare PK50,"M10-6FBX,  MFR 3M, Fork Terminal Terminal Type Block Connection Type Crimp Insulation Type Bare Insulation Color Bare Wire Range 12 to 10 AWG Stud Size #6 Seam Brazed Overall Length 0.730 In. Max Voltage 600V Max Temp 347 Degrees F Connection Material Copper Tongue Width - Wire Connector 0.32 In. Standards UL Listed CSA Certified Package Quantity 50",11.46,10.75,PK,50,1,3,https://static.grainger.com/rp/s/is/image/Grainger/3NLV1_AS01?$S7PRODUCT$,3NLV1_AS01.JPG,US,,N,6145,Fork Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MNG106FX,51128577929,'051128577929,3RWK2,3M,Fork Terminal Std #6 Stud Yellow PK50,"MNG10-6FX,  MFR 3M, Fork Terminal Terminal Type Standard Connection Type Crimp Insulation Type Nylon Insulation Color Yellow Wire Range 12 to 10 AWG Stud Size #6 Seam Brazed Overall Length 1.030 In. Max Voltage 600V Max Temp 221 Degrees F Connection Material Copper Tongue Width - Wire Connector 0.38 In. Standards UL Listed CSA Certified Package Quantity 50",43.34,40.51,PK,50,1,3,https://static.grainger.com/rp/s/is/image/Grainger/3RWK2_AS01?$S7PRODUCT$,3RWK2_AS01.JPG,US,,N,6145,Fork Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MNG1810FX,51128577936,'051128577936,3RWK6,3M,Fork Terminal Std #10 Stud Red PK100,"MNG18-10FX,  MFR 3M, Fork Terminal Terminal Type Standard Connection Type Crimp Insulation Type Nylon Insulation Color Red Wire Range 22 to 18 AWG Stud Size #10 Seam Brazed Overall Length 0.890 In. Max Voltage 600V Max Temp 221 Degrees F Connection Material Copper Tongue Width - Wire Connector 0.34 In. Standards UL Listed CSA Certified Package Quantity 100",82.46,77.25,PK,100,1,3,https://static.grainger.com/rp/s/is/image/Grainger/3RWK6_AS01?$S7PRODUCT$,3RWK6_AS01.JPG,US,,N,6145,Fork Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MNG1847PXA3RWL9,51128577981,'051128577981,3RWL9,3M,Pin Terminal Red Brazed 22-18 PK100,"MNG18-47PX-A,  MFR 3M, Pin Terminal Insulation Type Nylon Color Code Red Wire Range 22 to 18 AWG Barrel Inside Dia 0.080 In. Max Temp 221 Degrees F Max Voltage 600V Overall Length 0.93 In. Seam Brazed Connection Material Copper Standards UL Listed/CSA Certified Connection Type Crimp",127.12,119,PK,100,1,3,https://static.grainger.com/rp/s/is/image/Grainger/3RWL9_AS01?$S7PRODUCT$,3RWL9_AS01.JPG,TW,,N,6145,Pin Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MNG1447PXA3RWN1,51128577998,'051128577998,3RWN1,3M,Pin Terminal Blue Brazed 16-14 PK100,"MNG14-47PX-A,  MFR 3M, Pin Terminal Insulation Type Nylon Color Code Blue Wire Range 16 to 14 AWG Barrel Inside Dia 0.080 In. Max Temp 221 Degrees F Max Voltage 600V Overall Length 0.91 In. Seam Brazed Connection Material Copper Standards UL Listed/CSA Certified Connection Type Crimp",127.12,119,PK,100,1,3,https://static.grainger.com/rp/s/is/image/Grainger/3RWN1_AS01?$S7PRODUCT$,3RWN1_AS01.JPG,TW,,N,6145,Pin Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
WLCQT5ZNP4,51128579220,'051128579220,5ZNP4,3M,Wire Pulling Lube 1Qt 40 000-60 000 cps,"WLC-QT,  MFR 3M, Chain Cable and Wire Rope Lubricant Cable and Wire Pulling Lubricant Lubricant Container Squeeze Bottle Container Size 1 qt. Lubricant NSF Rating Not Rated Chemical Base Water Lubricant Additives No Additives Max Operating Temp 120 Degrees F Min Operating Temp 20 Degrees F Properties- Chain and Cable Lubricants General Purpose Net Weight 2.29 lb. Color Clear Flash Point Not Specified Specific Gravity 1.01 Application Pulling Wire or Cable Standards UL Listed cUL Approved",15.61,15.21,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5ZNP4_AS01?$S7PRODUCT$,5ZNP4_AS01.JPG,US,,N,9150,Chain Cable and Wire Rope Lubricants,15121520,Y  ,,,,,,,,,,,,,,,,,,,,,,,
WLC15ZNP5,51128579237,'051128579237,5ZNP5,3M,Wire Pulling Lube 1Gal 40 000-60 000 cps,"WLC-1,  MFR 3M, Chain Cable and Wire Rope Lubricant Cable and Wire Pulling Lubricant Lubricant Container Pail Container Size 1 gal. Lubricant NSF Rating Not Rated Chemical Base Water Lubricant Additives No Additives Max Operating Temp 120 Degrees F Min Operating Temp 20 Degrees F Properties- Chain and Cable Lubricants General Purpose Net Weight 8.43 lb. Color White Flash Point Not Specified Specific Gravity 1.01 Application Pulling Wire or Cable Standards UL Listed cUL Approved",41.08,41.6,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5ZNP5_AS01?$S7PRODUCT$,5ZNP5_AS01.JPG,US,,N,9150,Chain Cable and Wire Rope Lubricants,15121520,Y  ,,,,,,,,,,,,,,,,,,,,,,,
WLSQT,51128579251,'051128579251,5ZNP2,3M,Wire Pulling Lube 1Qt 250-750 cps@10 rpm,"WLS-QT,  MFR 3M, Chain Cable and Wire Rope Lubricant Cable and Wire Pulling Lubricant Lubricant Container Spray Bottle Container Size 1 qt. Lubricant NSF Rating Not Rated Chemical Base Water Lubricant Additives No Additives Max Operating Temp 120 Degrees F Min Operating Temp 20 Degrees F Properties- Chain and Cable Lubricants General Purpose Net Weight 2.42 lb. Color Clear Flash Point Not Specified Specific Gravity 1.01 Application Pulling Wire or Cable Standards UL Listed cUL Approved",28.57,32.22,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5ZNP2_AS01?$S7PRODUCT$,5ZNP2_AS01.JPG,US,,N,9150,Chain Cable and Wire Rope Lubricants,15121520,Y  ,,,,,,,,,,,,,,,,,,,,,,,
DBRY6,51128585733,'051128585733,10G854,3M,Splice Kits 18 to 10 AWG 221F Ylw 600V,"DBR/Y-6,  MFR 3M, Splice Kits Wire Range 18 to 10 AWG Overall Length 4.0 In. Voltage Rating 600V Material Polypropylene Temp Range Up to 221 Degrees F Color Yellow Max Temp 221 Degrees F Max Voltage 600V Standards RoHS 2011/65/EU Compliant Includes Tube Moisture-Resistant Grease Sealant and Peformance Plus Wire Connector R/Y+ (Red and Yellow)",5.95,6,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5ZNJ2_AS01?$S7PRODUCT$,5ZNJ2_AS01.JPG,US,,N,6145,Splice Kits,39121409,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MN814RSX5ZNR1,51128586358,'051128586358,5ZNR1,3M,Ring Term Nylon 1/4 in. 1.260 in. PK10,"MN814RSX,  MFR 3M, Ring Terminal Insulation Type Nylon Stud Size 1/4 In. Wire Range 8 AWG Insulation Color Red Seam Brazed Max Temp 221 Degrees F Max Voltage 600V Overall Length 1.260 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.47 In. Package Quantity 10",15.63,16.05,PK,10,1,3,https://static.grainger.com/rp/s/is/image/Grainger/2DRT5_AS01?$S7PRODUCT$,2DRT5_AS01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MN614RSX5ZNR3,51128586372,'051128586372,5ZNR3,3M,Ring Term Nylon 1/4 in. 1.500 in. PK10,"MN614RSX,  MFR 3M, Ring Terminal Insulation Type Nylon Stud Size 1/4 In. Wire Range 6 AWG Insulation Color Blue Seam Brazed Max Temp 221 Degrees F Max Voltage 600V Overall Length 1.500 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.47 In. Package Quantity 10",18.28,22.4,PK,10,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5ZNR3_AS01?$S7PRODUCT$,5ZNR3_AS01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MN838RX5ZNR2,51128586396,'051128586396,5ZNR2,3M,Ring Term Nylon 3/8 in. 1.380 in. PK10,"MN838RX,  MFR 3M, Ring Terminal Insulation Type Nylon Stud Size 3/8 In. Wire Range 8 AWG Insulation Color Red Seam Brazed Max Temp 221 Degrees F Max Voltage 600V Overall Length 1.380 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.59 In. Package Quantity 10",15.63,19.43,PK,10,1,3,https://static.grainger.com/rp/s/is/image/Grainger/1A079_AL01?$S7PRODUCT$,1A079_AL01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MNG146RSX,51128586617,'051128586617,5HE59,3M,Ring Term Nylon #6 0.810 in. PK100,"MNG14-6R/SX,  MFR 3M, Ring Terminal Insulation Type Nylon Stud Size #6 Wire Range 16 to 14 AWG Insulation Color Blue Seam Brazed Max Temp 221 Degrees F Max Voltage 600V Overall Length 0.810 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.25 In. Package Quantity 100",45.84,47,PK,100,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5HE59_AS01?$S7PRODUCT$,5HE59_AS01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
M814RSX5ZNT0,51128586945,'051128586945,5ZNT0,3M,Ring Term Bare 1/4 in. 0.950 in. PK10,"M814RSX,  MFR 3M, Ring Terminal Insulation Type Bare Stud Size 1/4 In. Wire Range 8 AWG Insulation Color Bare Seam Brazed Max Temp 347 Degrees F Max Voltage 600V Overall Length 0.950 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.47 In. Package Quantity 10",10.41,12.95,PK,10,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5X534_AL01?$S7PRODUCT$,5X534_AL01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
M614RSX5ZNT1,51128586983,'051128586983,5ZNT1,3M,Ring Term Bare 1/4 in. 1.420 in. PK10,"M614RSX,  MFR 3M, Ring Terminal Insulation Type Bare Stud Size 1/4 In. Wire Range 6 AWG Insulation Color Bare Seam Brazed Max Temp 347 Degrees F Max Voltage 600V Overall Length 1.420 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.47 In. Package Quantity 10",10.41,10.69,PK,10,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5X534_AL01?$S7PRODUCT$,5X534_AL01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MN638RX5ZNR8,51128588789,'051128588789,5ZNR8,3M,Ring Term Nylon 3/8 in. 1.580 in. PK10,"MN638RX,  MFR 3M, Ring Terminal Insulation Type Nylon Stud Size 3/8 In. Wire Range 6 AWG Insulation Color Blue Seam Brazed Max Temp 221 Degrees F Max Voltage 600V Overall Length 1.580 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.63 In. Package Quantity 10",18.73,22.89,PK,10,1,3,https://static.grainger.com/rp/s/is/image/Grainger/1DMG2_AS01?$S7PRODUCT$,1DMG2_AS01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
MN438RX5ZNR4,51128590027,'051128590027,5ZNR4,3M,Ring Term Nylon 3/8 in. 1.740 in. PK10,"MN438RX,  MFR 3M, Ring Terminal Insulation Type Nylon Stud Size 3/8 In. Wire Range 4 AWG Insulation Color Yellow Seam Brazed Max Temp 221 Degrees F Max Voltage 600V Overall Length 1.740 In. Connection Material Copper Standards UL Listed CSA Certified Terminal Connection Crimp Tongue Width - Wire Connector 0.68 In. Package Quantity 10",13.44,16.25,PK,10,1,3,https://static.grainger.com/rp/s/is/image/Grainger/1A079_AL01?$S7PRODUCT$,1A079_AL01.JPG,US,,N,6145,Ring Terminals,39121432,Y  ,,,,,,,,,,,,,,,,,,,,,,,
82F1,51128591765,'051128591765,5ZNK4,3M,Resin Comp Splice Kit 6 to 1/0 AWG 194F,"82-F1,  MFR 3M, Resin Compound Splice Kits Wire Range 6 to 1/0 AWG Overall Length 8.0 In. Voltage Rating 1000V Material Resin with Plastic EPDM Rubber Mold Temp Range Up to 194 Degrees F Color Black Max Temp 194 Degrees F Max Voltage 1000V Standards RoHS 2011/65/EU Compliant Includes 1-Piece Removable Mold Compound Rubber-Splicing Tape 23 and Abrasive Cloth",74.39,80.57,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU52_AS01?$S7PRODUCT$,4NU52_AS01.JPG,US,,N,6145,Splice Kits,39121718,Y  ,,,,,,,,,,,,,,,,,,,,,,,
82F2,51128591772,'051128591772,5ZNK5,3M,Resin Comp Splic Kit 2/0 - 4/0 AWG 194F,"82-F2,  MFR 3M, Resin Compound Splice Kits Wire Range 2/0 to 4/0 AWG Overall Length 12.0 In. Voltage Rating 1000V Material Resin with Plastic EPDM Rubber Mold Temp Range Up to 194 Degrees F Color Black Max Temp 194 Degrees F Max Voltage 1000V Standards RoHS 2011/65/EU Compliant Includes 1-Piece Removable Mold Compound Rubber-Splicing Tape 23 and Abrasive Cloth",112.99,116.35,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU52_AS01?$S7PRODUCT$,4NU52_AS01.JPG,US,,N,6145,Splice Kits,39121718,Y  ,,,,,,,,,,,,,,,,,,,,,,,
213625L049,51128591901,'051128591901,25L049,3M,Splicing Resin 1.5 oz. Mixing Pouch,"2136,  MFR 3M, Splicing Resin Volume 1.5 oz. Container Type Closed Mixing Pouch Material Thixotrophic Polyurethane Includes Cleaning Pad Kit Applicator Stick Pair of Gloves Standards UL RoHS",43.27,45.97,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4NU58_AS01?$S7PRODUCT$,4NU58_AS01.JPG,US,,N,6145,Splicing Resins,26121609,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301316PK254KNH9,51128595701,'051128595701,4KNH9,3M,Shrink Tubing 0.187in ID Black 4ft PK25,"FP-301-3/16"" PK25,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 20 to 18 AWG Shrink Tubing I.D. Before Shrinking 0.187 In. I.D. After Shrinking 0.093 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 4 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",26.58,33.05,PK,25,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KND1_AS01?$S7PRODUCT$,4KND1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP301316PK254KNJ1,51128595718,'051128595718,4KNJ1,3M,Shrink Tubing 0.187in ID Clear 4ft PK25,"FP-301-3/16"" PK25,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 20 to 18 AWG Shrink Tubing I.D. Before Shrinking 0.187 In. I.D. After Shrinking 0.093 In. Shrink Tubing Wall Thickness After Shrinking 0.020 In. Shrink Tubing Length 4 ft. Clear Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",26.58,33.05,PK,25,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KNE9_AS01?$S7PRODUCT$,4KNE9_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30114PK124KNJ7,51128595770,'051128595770,4KNJ7,3M,Shrink Tubing 0.25in ID Black 4ft PK12,"FP-301-1/4"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 16 to 12 AWG Shrink Tubing I.D. Before Shrinking 0.250 In. I.D. After Shrinking 0.125 In. Shrink Tubing Wall Thickness After Shrinking 0.025 In. Shrink Tubing Length 4 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",17.39,21.61,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KND1_AS01?$S7PRODUCT$,4KND1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30114PK124KNJ8,51128595787,'051128595787,4KNJ8,3M,Shrink Tubing 0.25in ID Clear 4ft PK12,"FP-301-1/4"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 16 to 12 AWG Shrink Tubing I.D. Before Shrinking 0.250 In. I.D. After Shrinking 0.125 In. Shrink Tubing Wall Thickness After Shrinking 0.025 In. Shrink Tubing Length 4 ft. Clear Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",17.39,21.61,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KNE9_AS01?$S7PRODUCT$,4KNE9_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30138PK124KNK5,51128595848,'051128595848,4KNK5,3M,Shrink Tubing 0.375in ID Black 4ft PK12,"FP-301-3/8"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 12 to 8 AWG Shrink Tubing I.D. Before Shrinking 0.375 In. I.D. After Shrinking 0.187 In. Shrink Tubing Wall Thickness After Shrinking 0.025 In. Shrink Tubing Length 4 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",19.35,24.03,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KND1_AS01?$S7PRODUCT$,4KND1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30138PK124KNK6,51128595855,'051128595855,4KNK6,3M,Shrink Tubing 0.375in ID Clear 4ft PK12,"FP-301-3/8"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 12 to 8 AWG Shrink Tubing I.D. Before Shrinking 0.375 In. I.D. After Shrinking 0.187 In. Shrink Tubing Wall Thickness After Shrinking 0.025 In. Shrink Tubing Length 4 ft. Clear Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",19.35,24.03,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KNE9_AS01?$S7PRODUCT$,4KNE9_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30112PK124KNL3,51128595916,'051128595916,4KNL3,3M,Shrink Tubing 0.5in ID Black 4ft PK12,"FP-301-1/2"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 6 to 1 AWG Shrink Tubing I.D. Before Shrinking 0.500 In. I.D. After Shrinking 0.250 In. Shrink Tubing Wall Thickness After Shrinking 0.025 In. Shrink Tubing Length 4 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",21.1,26.15,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KND1_AS01?$S7PRODUCT$,4KND1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30112PK124KNL4,51128595923,'051128595923,4KNL4,3M,Shrink Tubing 0.5in ID Clear 4ft PK12,"FP-301-1/2"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 6 to 1 AWG Shrink Tubing I.D. Before Shrinking 0.500 In. I.D. After Shrinking 0.250 In. Shrink Tubing Wall Thickness After Shrinking 0.025 In. Shrink Tubing Length 4 ft. Clear Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",21.1,26.15,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KNE9_AS01?$S7PRODUCT$,4KNE9_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30134PK124KNN1,51128595985,'051128595985,4KNN1,3M,Shrink Tubing 0.75in ID Black 4ft PK12,"FP-301-3/4"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 4 to 3/0 AWG Shrink Tubing I.D. Before Shrinking 0.750 In. I.D. After Shrinking 0.375 In. Shrink Tubing Wall Thickness After Shrinking 0.030 In. Shrink Tubing Length 4 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",35.04,43.45,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KND1_AS01?$S7PRODUCT$,4KND1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP30134PK124KNN2,51128595992,'051128595992,4KNN2,3M,Shrink Tubing 0.75in ID Clear 4ft PK12,"FP-301-3/4"" PK12,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 4 to 3/0 AWG Shrink Tubing I.D. Before Shrinking 0.750 In. I.D. After Shrinking 0.375 In. Shrink Tubing Wall Thickness After Shrinking 0.030 In. Shrink Tubing Length 4 ft. Clear Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant Standards SAE-AMS-DTL-23053/5 AMS-3636 AMS-3637 UL CSA ABS MIL",35.04,43.45,PK,12,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KNE9_AS01?$S7PRODUCT$,4KNE9_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP3011PK54KNN8,51128596043,'051128596043,4KNN8,3M,Shrink Tubing 1.0in ID Black 4ft PK5,"FP-301-1"" PK5,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 4/0 AWG to 500 kcmil Shrink Tubing I.D. Before Shrinking 1.000 In. I.D. After Shrinking 0.500 In. Shrink Tubing Wall Thickness After Shrinking 0.035 In. Shrink Tubing Length 4 ft. Black Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",18.75,23.24,PK,5,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KND1_AS01?$S7PRODUCT$,4KND1_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
FP3011PK54KNN9,51128596050,'051128596050,4KNN9,3M,Shrink Tubing 1.0in ID Clear 4ft PK5,"FP-301-1"" PK5,  MFR 3M, Heat Shrink Tubing Thin Wall Polyolefin Flexible Flame Retardant Yes Shrink Tubing Adhesive Lined No -67 Degrees to 275 Degrees F Shrink Ratio 2 1 4/0 AWG to 500 kcmil Shrink Tubing I.D. Before Shrinking 1.000 In. I.D. After Shrinking 0.500 In. Shrink Tubing Wall Thickness After Shrinking 0.035 In. Shrink Tubing Length 4 ft. Clear Min Shrink Temp 212 Degrees F Max Voltage 600V Features Flame Retardant Solvent Resistant",18.75,23.24,PK,5,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4KNE9_AS01?$S7PRODUCT$,4KNE9_AS01.JPG,US,,N,6145,Shrink Tubing,39121711,Y  ,,,,,,,,,,,,,,,,,,,,,,,
