OEM_NUMBER,UPC,upc 12 digit  text,VENDPART,OEM_NAME,PRODNAME,DESCRIPTION,PRICE,LIST PRICE,UOM,ITEMS_PER_UOI,Min Order Qty,DAYS_ARO,Image Ref,IMAGE_NAME,country_of_origin,JWOD,green_material_flag,PSC_CODE,gds_Categoryname,UNSPSC4,TAA Compliant,,,,,,,,,,,,,,,,,,,,,,,
S757,51131373013,'051131373013,5WZD3,3M,Versaflo(TM) Double Bib Painter Hood,"S-757,  MFR 3M, Double Bib Painter's Hood Mask Size Universal White Material Special Coated Polypropylene Lens Material PETG Suspension Premium Reuseable For Use With Certain 3M(TM) Powered Air Purifying and Supplied Air Respirator Systems Standards NIOSH Approved",106.17,119.26,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZD3_AS01?$S7PRODUCT$,5WZD3_AS01.JPG,US,,N,4240,PAPR and Supplied Air Hoods and Helmets,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S80556PPH5,,,6PPH5,3M,Versaflo(TM) Replacement Hood Gray PK5,"S-805-5,  MFR 3M, Hood Mask Size Universal Gray Material Kappler(R) Zytron(R) 200 Lens Material PETG Suspension None For Use With Certain 3M(TM) Powered Air Purifying and Supplied Air Respirator Systems Standards NIOSH Approved Package Quantity 5",524,533.83,PK,5,1,5,https://static.grainger.com/rp/s/is/image/Grainger/6PPH5_AS01?$S7PRODUCT$,6PPH5_AS01.JPG,US,,N,4240,PAPR and Supplied Air Hoods and Helmets,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S80756PPH6,,,6PPH6,3M,Versaflo(TM) Replacement Hood Gray PK5,"S-807-5,  MFR 3M, Hood Mask Size Universal Gray Material Kappler(R) Zytron(R) 200 with Sealed Seams Lens Material PETG Suspension None For Use With Certain 3M(TM) Powered Air Purifying and Supplied Air Respirator Systems Standards NIOSH Approved Package Quantity 5",580.03,585.36,PK,5,1,5,https://static.grainger.com/rp/s/is/image/Grainger/6PPH6_AS01?$S7PRODUCT$,6PPH6_AS01.JPG,US,,N,4240,PAPR and Supplied Air Hoods and Helmets,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S855,51131170971,'051131170971,5WZE8,3M,Versaflo(TM) Hood Assembly Gray,"S-855,  MFR 3M, Hood Mask Size Universal Gray Material Kappler(R) Zytron(R) 200 Lens Material Acetate Suspension Premium Reuseable For Use With Certain 3M(TM) Powered Air Purifying and Supplied Air Respirator Systems Standards NIOSH Approved",173.02,174.08,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZE8_AS01?$S7PRODUCT$,5WZE8_AS01.JPG,US,,N,4240,PAPR and Supplied Air Hoods and Helmets,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S8575WZF0,51131170988,'051131170988,5WZF0,3M,Versaflo(TM) Hood Assembly Gray Sealed,"S-857,  MFR 3M, Hood Mask Size Universal Gray Material Kappler(R) Zytron(R) 200 with Sealed Seams Lens Material Acetate Suspension Premium Reuseable For Use With Certain 3M(TM) Powered Air Purifying and Supplied Air Respirator Systems Standards NIOSH Approved",186.91,183.61,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZF0_AS01?$S7PRODUCT$,5WZF0_AS01.JPG,US,,N,4240,PAPR and Supplied Air Hoods and Helmets,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S920L,,,5WZD4,3M,Lens Covers PK10,"S-920L,  MFR 3M, Lens Cover For Use With 600 to 800 S Series Package Quantity 10",17.92,20.27,PK,10,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZD4_AS01?$S7PRODUCT$,5WZD4_AS01.JPG,US,,N,4240,Spectacle Kits and Lens Covers,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S920S,,,5WZD5,3M,Lens Covers PK10,"S-920S,  MFR 3M, Lens Cover For Use With 600 to 800 S Series Package Quantity 10",17.92,20.27,PK,10,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZD5_AS01?$S7PRODUCT$,5WZD5_AS01.JPG,US,,N,4240,Spectacle Kits and Lens Covers,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S922,,,5WZD6,3M,Lens Covers PK10,"S-922,  MFR 3M, Lens Cover For Use With 600 to 800 S Series Package Quantity 10",19.05,21.55,PK,10,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZD6_AS01?$S7PRODUCT$,5WZD6_AS01.JPG,US,,N,4240,Spectacle Kits and Lens Covers,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S950,51131373037,'051131373037,5WZD7,3M,Head Suspension,"S-950,  MFR 3M, Versaflo(TM) Premium Head Suspension For Use With S-600 S-700 S-800 Hood Assemblies",70.57,79.49,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZD7_AS01?$S7PRODUCT$,5WZD7_AS01.JPG,GB,,N,4240,Respirator Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S951,51131171022,'051131171022,5WZD8,3M,Headband for Suspension,"S-951,  MFR 3M, Headband For Use With S-950 Premium Head Suspension",30.44,36.32,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZD8_AS01?$S7PRODUCT$,5WZD8_AS01.JPG,GB,,N,4240,Respirator Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S952,51131373044,'051131373044,5WZD9,3M,Visor Attachment Clips,"S-952,  MFR 3M, Visor Attachment Clips For Use With S-950 Premium Head Suspension Includes (1) Each Left Clip and Right Clip",9.5,13.74,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZD9_AS01?$S7PRODUCT$,5WZD9_AS01.JPG,GB,,N,4240,Respirator Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S953,,,5WZE0,3M,Comfort Pad PK5,"S-953,  MFR 3M, Comfort Pad For Use With S-950 Premium Head Suspension Package Quantity 5",21.52,24.39,PK,5,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZE0_AS01?$S7PRODUCT$,5WZE0_AS01.JPG,US,,N,4240,Respirator Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S954,,,5WZE1,3M,Size Reducing Comfort Pad PK5,"S-954,  MFR 3M, Size Reducing Comfort Pad For Use With S-950 Premium Head Suspension Package Quantity 5",34.91,39.28,PK,5,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZE1_AS01?$S7PRODUCT$,5WZE1_AS01.JPG,US,,N,4240,Respirator Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S955,51131373075,'051131373075,5WZE2,3M,Air Flow Adjustment Cover,"S-955,  MFR 3M, Air Flow Adjustment Cover For Use With S-950 Premium Head Suspension",7.58,11.14,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZE2_AS01?$S7PRODUCT$,5WZE2_AS01.JPG,GB,,N,4240,Respirator Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
S956,51131373082,'051131373082,5WZE3,3M,Air Duct Sealing Ring,"S-956,  MFR 3M, Air Duct Sealing Ring For Use With S-950 Premium Head Suspension",2.55,2.88,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZE3_AS01?$S7PRODUCT$,5WZE3_AS01.JPG,GB,,N,4240,Respirator Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
SA10003WYE8,51138462703,'051138462703,3WYE8,3M,Front Mount Kit,"SA-1000,  MFR 3M, Constant Flow High Pressure Dual Airline Front-Mounted Adaptor Kit",326.79,385.69,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WYE8_AW99?$S7PRODUCT$,3WYE8_AW99.JPG,US,,N,4240,Supplied Air Accessories,46182004,Y  ,,,,,,,,,,,,,,,,,,,,,,,
SA1000LP3WYT1,51138462710,'051138462710,3WYT1,3M,Dual Airline Adapter Back Mount,"SA-1000LP,  MFR 3M, Low Pressure Dual Airline Front-Mounted Adapter Kit For Use With 7000 Series 6000 Series and FF-400 Series Full face Respirators Includes Breathing Tube Waist Belt and Connector",400.67,460.35,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WYE8_AW99?$S7PRODUCT$,3WYE8_AW99.JPG,US,,N,4240,Respirator Accessories,46182002,Y  ,,,,,,,,,,,,,,,,,,,,,,,
SA100PSK,51131373365,'051131373365,11W028,3M,Supplied Air Kit Belt-Mounted,"SA-100-PSK,  MFR 3M, Supplied Air Kit Headgear Included Yes Mask Size Universal Includes Respiratory Faceshield Vortex Cooling Assembly Breathing Tube Breathing Tube Cover Standards NIOSH",919.34,888.53,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W028_AS01?$S7PRODUCT$,11W028_AS01.JPG,US,,N,4240,Supplied Air Respirators,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
SA20003WYF8,51138463946,'051138463946,3WYF8,3M,Dual Airline Adapter Back Mount,"SA-2000,  MFR 3M, High Pressure Dual Airline Back-Mounted Adapter Kit For Use With 7000 Series 6000 Series and FF-400 Series Full face Respirators Includes Breathing Tube Waist Belt and Valve",388.44,465.05,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WYF8_AS01?$S7PRODUCT$,3WYF8_AS01.JPG,US,,N,4240,Respirator Accessories,46182004,Y  ,,,,,,,,,,,,,,,,,,,,,,,
SA2000LP3WYT4,51138463953,'051138463953,3WYT4,3M,Dual Airline Adapter Back Mount,"SA-2000LP,  MFR 3M, Low Pressure Dual Airline Back-Mounted Adapter Kit For Use With 7000 Series 6000 Series and FF-400 Series Full face Respirators Includes Breathing Tube Waist Belt and Regulator",418.07,443.47,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WYT4_AW99?$S7PRODUCT$,3WYT4_AW99.JPG,US,,N,4240,Respirator Accessories,46182002,Y  ,,,,,,,,,,,,,,,,,,,,,,,
SA2100,51138542429,'051138542429,3WYG2,3M,Back Mount Kit,"SA-2100,  MFR 3M, Constant Flow High Pressure Dual Airline Back-Mounted Adaptor Kit",437.32,501.54,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WYG2_AW99?$S7PRODUCT$,3WYG2_AW99.JPG,US,,N,4240,Supplied Air Accessories,46182004,Y  ,,,,,,,,,,,,,,,,,,,,,,,
SA2100LP,51138542436,'051138542436,3WYU1,3M,Back Mount Adaptor,"SA-2100LP,  MFR 3M, Constant Flow Low Pressure Dual Airline Back-Mounted Adaptor Kit",424.36,468.59,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WYG2_AW99?$S7PRODUCT$,3WYG2_AW99.JPG,US,,N,4240,Supplied Air Accessories,46182004,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR325,51131173590,'051131173590,11W035,3M,Standard Belt 62 ,"TR-325,  MFR 3M, Standard Belt For Use With Mfr No TR-300 PAPR Size 62 In.",33.43,31.94,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W035_AS01?$S7PRODUCT$,11W035_AS01.JPG,GB,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR326,51131173606,'051131173606,11W036,3M,High Durability Belt Leather 53 ,"TR-326,  MFR 3M, High Durability Belt For Use With Mfr No TR-300 TR-300-SG PAPR Material Leather Size 53 In.",62.68,70.41,EA,1,1,7,https://static.grainger.com/rp/s/is/image/Grainger/11W036_AS01?$S7PRODUCT$,11W036_AS01.JPG,SE,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR327,51131173613,'051131173613,11W037,3M,Easy Clean Belt Vinyl 64 ,"TR-327,  MFR 3M, Easy Clean Belt For Use With Mfr No TR-300 PAPR Material Vinyl Size 64 In.",70.58,67.46,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W037_AS01?$S7PRODUCT$,11W037_AS01.JPG,GB,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR329,51131173620,'051131173620,11W038,3M,Suspenders Polyester,"TR-329,  MFR 3M, Suspenders For Use With Mfr No TR-300 TR-300-SG PAPR Includes Broad Shoulder Pad Hanging Loops Material Polyester",56.4,58.61,EA,1,1,7,https://static.grainger.com/rp/s/is/image/Grainger/11W038_AS01?$S7PRODUCT$,11W038_AS01.JPG,GB,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR330,51131173637,'051131173637,11W039,3M,Economy Battery Lithium,"TR-330,  MFR 3M, Economy Battery For Use With Mfr No TR-300 PAPR Material Lithium",235.16,260.19,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W039_AS01?$S7PRODUCT$,11W039_AS01.JPG,TW,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR332,51131173644,'051131173644,11W040,3M,High Capacity Battery Li-ion,"TR-332,  MFR 3M, High Capacity Battery For Use With Mfr No TR-300 PAPR Material Li-ion",334.03,354.93,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W040_AS01?$S7PRODUCT$,11W040_AS01.JPG,TW,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR340,51131173651,'051131173651,11W041,3M,Battery Charger Cradle,"TR-340,  MFR 3M, Battery Charger Cradle For Use With Mfr No TR-300 TR-300-SG PAPR",173.49,167.36,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W041_AS01?$S7PRODUCT$,11W041_AS01.JPG,GB,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR362,51131173705,'051131173705,11W046,3M,Spark Arrestor PK2,"TR-362,  MFR 3M, Spark Arrestor For Use With Mfr No TR-300 PAPR Package Quantity 2",13.74,12.92,PK,2,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W046_AS01?$S7PRODUCT$,11W046_AS01.JPG,US,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
TR97011W051,51131173767,'051131173767,11W051,3M,Airflow Indicator,"TR-970,  MFR 3M, Airflow Indicator For Use With Mfr No TR-300 TR-300-SG PAPR",33.19,35.47,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/11W051_AS01?$S7PRODUCT$,11W051_AS01.JPG,GB,,N,4240,PAPR Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
V1004YG10,51131370180,'051131370180,4YG10,3M,High Pressure Regulator,"V-100,  MFR 3M, Versaflo(TM) Vortex Cooling Assembly For Use With High Pressure Airline Systems Includes Cooling Tube Waist Belt and Holder",490.57,522.31,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/4YG10_AS01?$S7PRODUCT$,4YG10_AS01.JPG,US,,N,4240,Supplied Air Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
V199,51131370692,'051131370692,5WZA4,3M,Breathing Tube Adapter,"V-199,  MFR 3M, Breathing Tube Adapter For Use With V-100 V-200 V-300 and V-400 Air Regulating Valves and BT-200 and BT-222 Breathing Tubes ",8.77,8.36,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZA4_AS01?$S7PRODUCT$,5WZA4_AS01.JPG,US,,N,4240,PAPR Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
V2001AGB7,51138661663,'051138661663,1AGB7,3M,Heating Assembly Stainless Steel,"V-200,  MFR 3M, Versaflo(TM) Vortemp(TM) Heating Assembly",673.95,680.23,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/1AGB7_AS01?$S7PRODUCT$,1AGB7_AS01.JPG,US,,N,4240,Supplied Air Accessories,46182004,Y  ,,,,,,,,,,,,,,,,,,,,,,,
V3001AGD9,51131370197,'051131370197,1AGD9,3M,Regulating Valve Assembly,"V-300,  MFR 3M, Versaflo(TM) Air Regulating Assembly",208.8,236.65,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/1AGD9_AS01?$S7PRODUCT$,1AGD9_AS01.JPG,US,,N,4240,Supplied Air Accessories,46182004,Y  ,,,,,,,,,,,,,,,,,,,,,,,
V4003RNY2,51131370203,'051131370203,3RNY2,3M,Low Pressure Cooling Assembly 1/4 In NPT,"V-400,  MFR 3M, Versaflo(TM) Low Pressure Connector Assembly Size 1/4 in NPT For Use With Supplied Air Airline Respirators Includes Waist Belt and Connector with Industrial Interchange Quick Connect Fitting",135.95,177.72,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3RNY2_AW01?$S7PRODUCT$,3RNY2_AW01.JPG,US,,N,4240,Supplied Air Accessories,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W2806,51131070066,'051131070066,1BC35,3M,Filter and Regulating Panel,"W-2806,  MFR 3M, Wall Mount Air Filter and Regulator Panel Size 14.25 in L x 4.75 in W x 14.25 in H For Use With Compressed Air Includes (3) Industrial Interchange Quick Connect Outlet Fittings",1147.81,1073,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/1BC35_AS01?$S7PRODUCT$,1BC35_AS01.JPG,US,,N,4240,Supplied Air Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W2811103WUW5,,,3WUW5,3M,Filter White PK10,"W-2811-10,  MFR 3M, Replacement Filter Cartridge Size 1/4 in NPT For Use With W-2806 Air Filtration Panel Package Quantity 10",308.37,297.8,PK,10,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WUW5_AW99?$S7PRODUCT$,3WUW5_AW99.JPG,US,,N,4240,Supplied Air Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W29291003WXY8,51138162078,'051138162078,3WXY8,3M,Coiled Airline Hose 100 ft.,"W-2929-100,  MFR 3M, Coiled Airline Hose For Use With Breathing Air Compressor Couplers Industrial Interchange Length 100 ft. Hose Inside Dia 3/8 In.",623.59,689.55,EA,1,1,7,https://static.grainger.com/rp/s/is/image/Grainger/3WXY2_AW99?$S7PRODUCT$,3WXY2_AW99.JPG,US,,N,4240,Respiratory Airline Hoses,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W2929253WXY2,51138162092,'051138162092,3WXY2,3M,Coiled Airline Hose 25 ft.,"W-2929-25,  MFR 3M, Coiled Airline Hose For Use With Breathing Air Compressor Couplers Industrial Interchange Length 25 ft. Hose Inside Dia 3/8 In.",249.77,296.38,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WXY2_AW99?$S7PRODUCT$,3WXY2_AW99.JPG,US,,N,4240,Respiratory Airline Hoses,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W2929503WXY5,51138162108,'051138162108,3WXY5,3M,Coiled Airline Hose 50 ft.,"W-2929-50,  MFR 3M, Coiled Airline Hose For Use With Breathing Air Compressor Couplers Industrial Interchange Length 50 ft. Hose Inside Dia 3/8 In.",379.19,439.07,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WXY2_AW99?$S7PRODUCT$,3WXY2_AW99.JPG,US,,N,4240,Respiratory Airline Hoses,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W3020100,51131070356,'051131070356,5F856,3M,Airline Hose 1/2 in Dia. 100 ft.,"W-3020-100,  MFR 3M, Airline Hose For Use With Low Pressure Supplied Air System Couplers 1/4 in Industrial Interchange Length 100 ft. Hose Inside Dia 1/2 In.",570.61,627.18,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5F862_AS01?$S7PRODUCT$,5F862_AS01.JPG,US,,N,4240,Respiratory Airline Hoses,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W3020253WXZ2,51131070332,'051131070332,3WXZ2,3M,Airline Hose 25 ft. 1/2 in Dia.,"W-3020-25,  MFR 3M, Airline Hose For Use With Breathing Air Compressor Couplers Industrial Interchange Length 25 ft. Hose Inside Dia 1/2 In.",206.63,228.55,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3WXZ2_AW99?$S7PRODUCT$,3WXZ2_AW99.JPG,US,,N,4240,Respiratory Airline Hoses,46182007,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W302050,51131070349,'051131070349,5F863,3M,Airline Hose 50 ft L 1/2 in Dia.,"W-3020-50,  MFR 3M, Airline Hose For Use With Low Pressure Supplied Air System Couplers 1/4 in Industrial Interchange Length 50 ft. Hose Inside Dia 1/2 In. Standards NIOSH Approved",252.66,350.47,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5F863_AS01?$S7PRODUCT$,5F863_AS01.JPG,US,,N,4240,Respiratory Airline Hoses,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W30601003NRC8,51138212889,'051138212889,3NRC8,3M,Airline Adapter,"W-3060-100,  MFR 3M, Low Pressure Airline Adapter Kit Size - For Use With 3M(TM) 7000 and 6000DIN Series Full Face Respirator Includes Air Regulator Valve 100 ft Hose Waist Belt",842.81,832.78,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3NRC8_AW01?$S7PRODUCT$,3NRC8_AW01.JPG,US,,N,4240,Supplied Air Accessories,46182001,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W322810,51131373112,'051131373112,1UKG3,3M,Breathing Tube Cover PK10,"W-3228-10,  MFR 3M, Breathing Tube Cover For Use With Mfr No BE-224 GVP-122 GVP-123 L-122 Package Quantity 10",27.15,31.63,PK,10,1,5,https://static.grainger.com/rp/s/is/image/Grainger/1UKG3_AS01?$S7PRODUCT$,1UKG3_AS01.JPG,US,,N,4240,PAPR Accessories,46182004,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W5115,51131373136,'051131373136,5WZE4,3M,Breathing Tube,"W-5115,  MFR 3M, Breathing Tube For Use With W Series Valves to S Series Hoods",81.63,92.98,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/5WZE4_AS01?$S7PRODUCT$,5WZE4_AS01.JPG,US,,N,4240,PAPR Accessories,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W9435100,51131070127,'051131070127,6AT77,3M,Airline Hose 100 ft L 3/8 in Dia.,"W-9435-100,  MFR 3M, Airline Hose For Use With High Pressure Supplied Air System Couplers 1/4 in Industrial Interchange Length 100 ft. Hose Inside Dia 3/8 In.",405.53,455.71,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/6AJ02_AS02?$S7PRODUCT$,6AJ02_AS02.JPG,US,,N,4240,Respiratory Airline Hoses,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W943525,51131070103,'051131070103,6AJ02,3M,Airline Hose 25 ft L 120 psi,"W-9435-25,  MFR 3M, Airline Hose For Use With High Pressure Supplied Air System Couplers 1/4 in Industrial Interchange Length 25 ft. Hose Inside Dia 3/8 In. Max Pressure 120 psi",184.79,201.36,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/6AJ02_AS02?$S7PRODUCT$,6AJ02_AS02.JPG,US,,N,4240,Respiratory Airline Hoses,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
W943550,51131070110,'051131070110,3AH20,3M,Airline Hose 50 ft. 3/8 in Dia.,"W-9435-50,  MFR 3M, Airline Hose For Use With High Pressure Supplied Air System Couplers 1/4 in Industrial Interchange Length 50 ft. Hose Inside Dia 3/8 In.",251.41,295.37,EA,1,1,5,https://static.grainger.com/rp/s/is/image/Grainger/3AH20_AS01?$S7PRODUCT$,3AH20_AS01.JPG,US,,N,4240,Respiratory Airline Hoses,46182005,Y  ,,,,,,,,,,,,,,,,,,,,,,,
1121500000,,,3UXV6,3M,Safety Glasses Gray,"11215-00000,  MFR 3M, Safety Glasses Series Moon Dawg(TM) Gender Unisex Lens Color Gray Polarized Lens No Lens Coating Anti-Fog No Foam Lined Eyewear Frame Design Wraparound Eyewear Frame Style Full-Frame Frame Color Black Eyewear Size Universal Frame Material Glass HSE Plastics Lens Material Polycarbonate Temple Color Black Temple Style Temple Photochromatic Lens No Metal Detectable No X-Ray Detectable No UV Protection 99.99 Percent UVA/UVB Standards ANSI Z87.1-2010",10.17,15.63,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/3UXV6_AS01?$S7PRODUCT$,3UXV6_AS01.JPG,TW,,N,4240,Safety Glasses,46181802,Y  ,,,,,,,,,,,,,,,,,,,,,,,
112160000020,,,3UXV7,3M,Safety Glasses Indoor/Outdoor,"11216-00000-20,  MFR 3M, Safety Glasses Series Moon Dawg(TM) Gender Unisex Lens Color Indoor/Outdoor Polarized Lens No Lens Coating Anti-Fog No Foam Lined Eyewear Frame Design Wraparound Eyewear Frame Style Full-Frame Frame Color Black Eyewear Size Universal Frame Material Glass HSE Plastics Lens Material Polycarbonate Temple Color Black Temple Style Temple Photochromatic Lens No Metal Detectable No X-Ray Detectable No UV Protection 99.99 Percent UVA/UVB Standards ANSI Z87.1-2010",12.05,16.75,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/3UXV7_AS01?$S7PRODUCT$,3UXV7_AS01.JPG,TW,,N,4240,Safety Glasses,46181802,Y  ,,,,,,,,,,,,,,,,,,,,,,,
11228000001005JDW7,,,5JDW7,3M,Safety Glasses Clear Uncoated,"11228-00000-100,  MFR 3M, Safety Glasses Series Virtua(TM) Gender Unisex Lens Color Clear Polarized Lens No Lens Coating Uncoated No Foam Lined Eyewear Frame Design Wraparound Eyewear Frame Style Frameless Frame Color Clear Eyewear Size Universal Frame Material Polycarbonate Lens Material Polycarbonate Temple Color Clear Temple Style Contoured Photochromatic Lens No Metal Detectable No X-Ray Detectable No UV Protection 99.99 Percent UVA/UVB Standards ANSI Z87.1-2010",1.28,2.07,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/5JDW7_AS01?$S7PRODUCT$,5JDW7_AS01.JPG,TW,,N,5350,Safety Glasses,46181802,Y  ,,,,,,,,,,,,,,,,,,,,,,,
1132600000204DY81,,,4DY81,3M,Safety Glasses Clear,"11326-00000-20,  MFR 3M, Safety Glasses Series Virtua(TM) Gender Unisex Lens Color Clear Polarized Lens No Lens Coating Scratch-Resistant No Foam Lined Eyewear Frame Design Wraparound Eyewear Frame Style Frameless Frame Color Clear Eyewear Size Universal Frame Material Polycarbonate Lens Material Polycarbonate Temple Color Clear Temple Style Contoured Photochromatic Lens No Metal Detectable No X-Ray Detectable No UV Protection 99.99 Percent UVA/UVB Standards ANSI Z87.1-2010",2.14,2.63,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4DY81_AS01?$S7PRODUCT$,4DY81_AS01.JPG,TW,,N,5350,Safety Glasses,46181802,Y  ,,,,,,,,,,,,,,,,,,,,,,,
1132700000204DY82,,,4DY82,3M,Safety Glasses Gray,"11327-00000-20,  MFR 3M, Safety Glasses Series Virtua(TM) Gender Unisex Lens Color Gray Polarized Lens No Lens Coating Scratch-Resistant No Foam Lined Eyewear Frame Design Wraparound Eyewear Frame Style Frameless Frame Color Gray Eyewear Size Universal Frame Material Polycarbonate Lens Material Polycarbonate Temple Color Gray Temple Style Contoured Photochromatic Lens No Metal Detectable No X-Ray Detectable No UV Protection 99.99 Percent UVA/UVB Standards ANSI Z87.1-2010",3.05,2.86,EA,1,1,3,https://static.grainger.com/rp/s/is/image/Grainger/4DY82_AS01?$S7PRODUCT$,4DY82_AS01.JPG,TW,,N,5350,Safety Glasses,46181802,Y  ,,,,,,,,,,,,,,,,,,,,,,,
