PART_NAME,OEM_NAME,OEM_NUMBER,NEW_OEM_NUMBER,PART_NUMBER,NEW_PART_NUMBER,UPC,COMMENT
7/8 DIA-12 OAL-CBD TIP-HSS-MASONRY HAMME,GENERIC USA,H87513,H87513,AW67R5612,AW67R5612,,toolong
7/8 DIA-6 OAL-CBD TIP-HSS-MASONRY HAMMER,GENERIC USA,H8756,H8756,AW67R5606,AW67R5606,,toolong
3/16 DIA-4-1/4 OAL-BRIGHT-HSS-SDS CBD TI,GENERIC USA,SDS1874,SDS1874,AW671204,AW671204,,toolong
3/16 DIA-8-5/8 OAL-BRIGHT-HSS-SDS CBD TI,GENERIC USA,SDS1878,SDS1878,AW671208,AW671208,,toolong
1/4 DIA-4-1/4 OAL-BRIGHT-HSS-SDS CBD TIP,GENERIC USA,SDS2504,SDS2504,AW671604,AW671604,,toolong
5/16 DIA-12-5/8 OAL-BRIGHT-HSS-SDS CBD T,GENERIC USA,SDS31212,SDS31212,AW672012,AW672012,,toolong
3/8 DIA-20-5/8 OAL-BRIGHT-HSS-SDS CBD TI,GENERIC USA,SDS37520,SDS37520,AW672420,AW672420,,toolong
3/8 DIA-6-1/4 OAL-BRIGHT-HSS-SDS CBD TIP,GENERIC USA,SDS3756,SDS3756,AW672406,AW672406,,toolong
1/2 DIA-18-5/8 OAL-BRIGHT-HSS-SDS CBD TI,GENERIC USA,SDS50018,SDS50018,AW673218,AW673218,,toolong
1/2 DIA-6-1/4 OAL-BRIGHT-HSS-SDS CBD TIP,GENERIC USA,SDS5006,SDS5006,AW673206,AW673206,,toolong
9/16 DIA-12-3/4 OAL-BRIGHT-HSS-SDS CBD T,GENERIC USA,SDS56212,SDS56212,AW673612,AW673612,,toolong
9/16 DIA-6-3/4 OAL-BRIGHT-HSS-SDS CBD TI,GENERIC USA,SDS5626,SDS5626,AW673606,AW673606,,toolong
5/8 DIA-12-3/4 OAL-BRIGHT-HSS-SDS CBD TI,GENERIC USA,SDS62512,SDS62512,AW674012,AW674012,,toolong
5/8 DIA-8-1/4 OAL-BRIGHT-HSS-SDS CBD TIP,GENERIC USA,SDS6259,SDS6259,AW674008,AW674008,,toolong
5/8 DIA-13 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,040A,040A,AW64040A,AW64040A,,toolong
1-1/4 DIA-18 OAL-CBD TIP- HSS-XL MASONRY,GENERIC USA,180,180,AW64180,AW64180,,toolong
1-1/2 DIA-18 OAL-CBD TIP- HSS-XL MASONRY,GENERIC USA,196,196,AW64196,AW64196,,toolong
1/4 DIA-13 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,XL25013,XL25013,AW64016,AW64016,,toolong
1/4 DIA-18 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,XL25018,XL25018,AW64116,AW64116,,toolong
5/16 DIA-18 OAL-CBD TIP- HSS-XL MASONRY,GENERIC USA,XL31218,XL31218,AW64120,AW64120,,toolong
3/8 DIA-13 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,XL37513,XL37513,AW64024,AW64024,,toolong
3/8 DIA-18 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,XL37518,XL37518,AW64124,AW64124,,toolong
1/2 DIA-13 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,XL50013,XL50013,AW64032,AW64032,,toolong
1/2 DIA-18 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,XL50018,XL50018,AW64132,AW64132,,toolong
3/4 DIA-18 OAL-CBD TIP- HSS-XL MASONRY D,GENERIC USA,XL75018,XL75018,AW64148,AW64148,,toolong
3/16 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL M,GENERIC USA,126,126,AW63126,AW63126,,toolong
1/4 DIA-4 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,164,164,AW63164,AW63164,,toolong
3/8 DIA-4 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,244,244,AW63244,AW63244,,toolong
1/8 DIA-3 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,F1253,F1253,AW63083,AW63083,,toolong
3/16 DIA-4 OAL-CBD TIP-HSS-FAST SPIRAL M,GENERIC USA,F1874,F1874,AW63124,AW63124,,toolong
1/4 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,F2506,F2506,AW63166,AW63166,,toolong
5/16 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL M,GENERIC USA,F3126,F3126,AW63206,AW63206,,toolong
3/8 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,F3756,F3756,AW63246,AW63246,,toolong
7/16 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL M,GENERIC USA,F4376,F4376,AW63286,AW63286,,toolong
1/2 DIA-4 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,F5004,F5004,AW63324,AW63324,,toolong
1/2 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,F5006X3/8,F5006X3/8,AW63336,AW63336,,toolong
9/16 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL M,GENERIC USA,F5626,F5626,AW63366,AW63366,,toolong
3/4 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL MA,GENERIC USA,F7506,F7506,AW63486,AW63486,,toolong
7/16 DIA-4 OAL-CBD TIP-HSS-FAST SPIRAL M,GENERIC USA,284,284,AW62284,AW62284,,toolong
7/16 DIA-6 OAL-CBD TIP-HSS-STND MASONRY,GENERIC USA,296,296,AW62296,AW62296,,toolong
1/2 DIA-4 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,324,324,AW62324,AW62324,,toolong
1/2 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,326,326,AW62326,AW62326,,toolong
11/16 DIA-6 OAL-CBD TIP-HSS-FAST SPIRAL,GENERIC USA,426,426,AW62426,AW62426,,toolong
3/4 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,486,486,AW62486,AW62486,,toolong
7/8 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,566,566,AW62566,AW62566,,toolong
1-1/2 DIA-10 OAL-CBD TIP-HSS-STND MASONR,GENERIC USA,33624,33624,AW6213210,AW6213210,,toolong
10-24 DIA-H2-4 FL-BRIGHT HSS-TAPER HAND,MORSE CUTTING TOOLS,33624,33624,MT3733624,MT3733624,,toolong
1/8 DIA-3 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,1609419405,1609419405,AW62083,AW62083,,toolong
5/16 DIA-4 OAL-CBD TIP-HSS-STND MASONRY,GENERIC USA,1609419410,1609419410,AW62204,AW62204,,toolong
7/16 DIA-6 OAL-CBD TIP-HSS-STND MASONRY,GENERIC USA,1609419424,1609419424,AW62286,AW62286,,toolong
3/4 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,486A,486A,AW62486A,AW62486A,,toolong
1 DIA-6 OAL-CBD TIP-HSS-STND MASONRY DRI,GENERIC USA,W10006,W10006,AW62646,AW62646,,toolong
5/32 DIA-3-1/2 OAL-CBD TIP-HSS-STND MASO,GENERIC USA,W1563,W1563,AW62103,AW62103,,toolong
3/16 DIA-4 OAL-CBD TIP-HSS-STND MASONRY,GENERIC USA,W1874,W1874,AW62124,AW62124,,toolong
3/16 DIA-6 OAL-CBD TIP-HSS-STND MASONRY,GENERIC USA,W1876,W1876,AW62126,AW62126,,toolong
1/4 DIA-4 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,W2504,W2504,AW62164,AW62164,,toolong
1/4 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,W2506,W2506,AW62166,AW62166,,toolong
5/16 DIA-6 OAL-CBD TIP-HSS-STND MASONRY,GENERIC USA,W3126,W3126,AW62206,AW62206,,toolong
3/8 DIA-4 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,W3754,W3754,AW62244,AW62244,,toolong
3/8 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,W3756,W3756,AW62246,AW62246,,toolong
1/2 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,W5006X3/8,W5006X3/8,AW62336,AW62336,,toolong
9/16 DIA-6 OAL-CBD TIP-HSS-STND MASONRY,GENERIC USA,W5626,W5626,AW62366,AW62366,,toolong
5/8 DIA-6 OAL-CBD TIP-HSS-STND MASONRY D,GENERIC USA,W6256,W6256,AW62406A,AW62406A,,toolong
1/4 DIA-6-1/8 OAL-CBD TIP-HSS-STND TAPER,GENERIC USA,266016,266016,AW55016,AW55016,,toolong
5/16 DIA-6-3/8 OAL-CBD TIP-HSS-STND TAPE,GENERIC USA,266020,266020,AW55020,AW55020,,toolong
13/32 DIA-7 OAL-CBD TIP-HSS-STND TAPER S,GENERIC USA,266026,266026,AW55026,AW55026,,toolong
7/16 DIA-7-1/4 OAL-CBD TIP-HSS-STND TAPE,GENERIC USA,266028,266028,AW55028,AW55028,,toolong
31/64 DIA-8-1/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266031,266031,AW55031,AW55031,,toolong
1/2 DIA-8-1/4 OAL-CBD TIP-HSS-STND TAPER,GENERIC USA,266032,266032,AW55032,AW55032,,toolong
33/64 DIA-8-1/2 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266033,266033,AW55033,AW55033,,toolong
17/32 DIA-8-1/2 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266034,266034,AW55034,AW55034,,toolong
35/64 DIA-8-3/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266035,266035,AW55035,AW55035,,toolong
9/16 DIA-8-3/4 OAL-CBD TIP-HSS-STND TAPE,GENERIC USA,266036,266036,AW55036,AW55036,,toolong
37/64 DIA-8-3/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266037,266037,AW55037,AW55037,,toolong
19/32 DIA-8-3/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266038,266038,AW55038,AW55038,,toolong
5/8 DIA-8-3/4 OAL-CBD TIP-HSS-STND TAPER,GENERIC USA,266040,266040,AW55040,AW55040,,toolong
41/64 DIA-9 OAL-CBD TIP-HSS-STND TAPER S,GENERIC USA,266041,266041,AW55041,AW55041,,toolong
21/32 DIA-9 OAL-CBD TIP-HSS-STND TAPER S,GENERIC USA,266042,266042,AW55042,AW55042,,toolong
43/64 DIA-9-1/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266043,266043,AW55043,AW55043,,toolong
11/16 DIA-9-1/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266044,266044,AW55044,AW55044,,toolong
45/64 DIA-9-1/2 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266045,266045,AW55045,AW55045,,toolong
23/32 DIA-9-1/2 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266046,266046,AW55046,AW55046,,toolong
47/64 DIA-9-3/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266047,266047,AW55047,AW55047,,toolong
3/4 DIA-9-3/4 OAL-CBD TIP-HSS-STND TAPER,GENERIC USA,266048,266048,AW55048,AW55048,,toolong
25/32 DIA-9-7/8 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266050,266050,AW55050,AW55050,,toolong
13/16 DIA-10-3/4 OAL-CBD TIP-HSS-STND TA,GENERIC USA,266052,266052,AW55052,AW55052,,toolong
27/32 DIA-10-3/4 OAL-CBD TIP-HSS-STND TA,GENERIC USA,266054,266054,AW55054,AW55054,,toolong
7/8 DIA-10-3/4 OAL-CBD TIP-HSS-STND TAPE,GENERIC USA,266056,266056,AW55056,AW55056,,toolong
29/32 DIA-10-3/4 OAL-CBD TIP-HSS-STND TA,GENERIC USA,266058,266058,AW55058,AW55058,,toolong
15/16 DIA-103/4 OAL-CBD TIP-HSS-STND TAP,GENERIC USA,266060,266060,AW55060,AW55060,,toolong
31/32 DIA-11 OAL-CBD TIP-HSS-STND TAPER,GENERIC USA,266062,266062,AW55062,AW55062,,toolong
1 DIA-11 OAL-CBD TIP-HSS-STND. TAPER SH,GENERIC USA,266064,266064,AW55100,AW55100,,toolong
1-1/16 DIA-11-1/4 OAL-CBD TIP-HSS-STND T,GENERIC USA,266068,266068,AW55104,AW55104,,toolong
1-1/8 DIA-12-3/4 OAL-CBD TIP-HSS-STND TA,GENERIC USA,266072,266072,AW55108,AW55108,,toolong
1-3/16 DIA-13 OAL-CBD TIP-HSS-STND TAPER,GENERIC USA,266076,266076,AW55112,AW55112,,toolong
1-1/4 DIA-13-1/2 OAL-CBD TIP-HSS-STND TA,GENERIC USA,266080,266080,AW55116,AW55116,,toolong
"SIZE 1, 3/64 DRILL DIA   3 OAL 60  HSS C",MORSE CUTTING TOOLS,25010,25010,MT1925010,MT1925010,,toolong
"SIZE 1, 3/64 DRILL DIA   4 OAL 60  HSS C",MORSE CUTTING TOOLS,25011,25011,MT1925011,MT1925011,,toolong
"SIZE 2, 5/64 DRILL DIA   4 OAL 60  HSS C",MORSE CUTTING TOOLS,25012,25012,MT1925012,MT1925012,,toolong
"SIZE 2, 5/64 DRILL DIA   5 OAL 60  HSS C",MORSE CUTTING TOOLS,25013,25013,MT1925013,MT1925013,,toolong
"SIZE 3, 7/64 DRILL DIA   4 OAL 60  HSS C",MORSE CUTTING TOOLS,25014,25014,MT1925014,MT1925014,,toolong
"SIZE 3, 7/64 DRILL DIA   5 OAL 60  HSS C",MORSE CUTTING TOOLS,25015,25015,MT1925015,MT1925015,,toolong
"SIZE 4, 1/8 DRILL DIA   4 OAL 60  HSS CO",MORSE CUTTING TOOLS,25016,25016,MT1925016,MT1925016,,toolong
"SIZE 4, 1/8 DRILL DIA   5 OAL 60  HSS CO",MORSE CUTTING TOOLS,25017,25017,MT1925017,MT1925017,,toolong
"SIZE 4, 1/8 DRILL DIA   6 OAL 60  HSS CO",MORSE CUTTING TOOLS,25018,25018,MT1925018,MT1925018,,toolong
"SIZE 5, 3/16 DRILL DIA   5 OAL 60  HSS C",MORSE CUTTING TOOLS,25019,25019,MT1925019,MT1925019,,toolong
"SIZE 5, 3/16 DRILL DIA   6 OAL 60  HSS C",MORSE CUTTING TOOLS,25020,25020,MT1925020,MT1925020,,toolong
"SIZE 6, 7/32 DRILL DIA   5 OAL 60  HSS C",MORSE CUTTING TOOLS,25021,25021,MT1925021,MT1925021,,toolong
"SIZE 6, 7/32 DRILL DIA   6 OAL 60  HSS C",MORSE CUTTING TOOLS,25022,25022,MT1925022,MT1925022,,toolong
"SIZE 8, 5/16 DRILL DIA   6 OAL 60  HSS C",MORSE CUTTING TOOLS,25024,25024,MT1925024,MT1925024,,toolong
1/4 DIA.   2-1/2 OAL-90  HIGH SPEED STEE,MORSE CUTTING TOOLS,11900,11900,AF6011900,AF6011900,,toolong
3/8 DIA.   3-1/8 OAL-90  HIGH SPEED STEE,MORSE CUTTING TOOLS,11901,11901,AF6011901,AF6011901,,toolong
1/2 DIA.   3-3/4 OAL-90  HIGH SPEED STEE,MORSE CUTTING TOOLS,11902,11902,AF6011902,AF6011902,,toolong
5/8 DIA.   4-3/8 OAL-90  HIGH SPEED STEE,MORSE CUTTING TOOLS,11903,11903,AF6011903,AF6011903,,toolong
3/8 DIA.   3-1/8 OAL-120  HIGH SPEED STE,MORSE CUTTING TOOLS,11907,11907,AF6011907,AF6011907,,toolong
1/2 DIA.   3-3/4 OAL-120  HIGH SPEED STE,MORSE CUTTING TOOLS,11908,11908,AF6011908,AF6011908,,toolong
3/4 DIA.   5 OAL-120  HIGH SPEED STEEL S,MORSE CUTTING TOOLS,11910,11910,AF6011910,AF6011910,,toolong
1 DIA.   6 OAL-120  HIGH SPEED STEEL SPO,MORSE CUTTING TOOLS,11911,11911,AF6011911,AF6011911,,toolong
1/4 DIA.   4 OAL-90  HIGH SPEED STEEL SP,MORSE CUTTING TOOLS,11912,11912,AF6011912,AF6011912,,toolong
3/8 DIA.   5 OAL-90  HIGH SPEED STEEL SP,MORSE CUTTING TOOLS,11913,11913,AF6011913,AF6011913,,toolong
1/2 DIA.   6 OAL-90  HIGH SPEED STEEL SP,MORSE CUTTING TOOLS,11914,11914,AF6011914,AF6011914,,toolong
5/8 DIA.   7 OAL-90  HIGH SPEED STEEL SP,MORSE CUTTING TOOLS,11915,11915,AF6011915,AF6011915,,toolong
1 DIA.   8 OAL-90  HIGH SPEED STEEL SPOT,MORSE CUTTING TOOLS,11917,11917,AF6011917,AF6011917,,toolong
3/8 DIA.   5 OAL-120  HIGH SPEED STEEL S,MORSE CUTTING TOOLS,11919,11919,AF6011919,AF6011919,,toolong
1/2 DIA.   6 OAL-120  HIGH SPEED STEEL S,MORSE CUTTING TOOLS,11920,11920,AF6011920,AF6011920,,toolong
5/8 DIA.   7 OAL-120  HIGH SPEED STEEL S,MORSE CUTTING TOOLS,11921,11921,AF6011921,AF6011921,,toolong
3/4 DIA.   8 OAL-120  HIGH SPEED STEEL S,MORSE CUTTING TOOLS,11922,11922,AF6011922,AF6011922,,toolong
1 DIA.   8 OAL-120  HIGH SPEED STEEL SPO,MORSE CUTTING TOOLS,11923,11923,AF6011923,AF6011923,,toolong
1/4 DIA.   2-1/2 OAL-90  HIGH SPEED STEE,PROCUT,5-165-0912,5-165-0912,AF6590161,AF6590161,,toolong
1/4 DIA.   4 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0914,5-165-0914,AF6590162,AF6590162,,toolong
1/4 DIA.   6 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0916,5-165-0916,AF6590163,AF6590163,,toolong
3/8 DIA.   3-1/8 OAL-90  HIGH SPEED STEE,PROCUT,5-165-0933,5-165-0933,AF6590241,AF6590241,,toolong
3/8 DIA.   5 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0935,5-165-0935,AF6590242,AF6590242,,toolong
3/8 DIA.   7 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0937,5-165-0937,AF6590243,AF6590243,,toolong
1/2 DIA.   3-3/4 OAL-90  HIGH SPEED STEE,PROCUT,5-165-0943,5-165-0943,AF6590321,AF6590321,,toolong
1/2 DIA.   6 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0946,5-165-0946,AF6590322,AF6590322,,toolong
1/2 DIA.   8 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0948,5-165-0948,AF6590323,AF6590323,,toolong
5/8 DIA.   4-3/8 OAL-90  HIGH SPEED STEE,PROCUT,5-165-0954,5-165-0954,AF6590401,AF6590401,,toolong
5/8 DIA.   7 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0957,5-165-0957,AF6590402,AF6590402,,toolong
3/4 DIA.   5 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0965,5-165-0965,AF6590481,AF6590481,,toolong
3/4 DIA.   8 OAL-90  HIGH SPEED STEEL SP,PROCUT,5-165-0968,5-165-0968,AF6590482,AF6590482,,toolong
3/4 DIA.   10 OAL-90  HIGH SPEED STEEL S,PROCUT,5-165-0969,5-165-0969,AF6590483,AF6590483,,toolong
1 DIA.   6 OAL-90  HIGH SPEED STEEL SPOT,PROCUT,5-165-0996,5-165-0996,AF6591001,AF6591001,,toolong
1 DIA.   10 OAL-90  HIGH SPEED STEEL SPO,PROCUT,5-165-0999,5-165-0999,AF6591003,AF6591003,,toolong
1/4 DIA.   2-1/2 OAL-120  HIGH SPEED STE,PROCUT,5-165-1212,5-165-1212,AF65120161,AF65120161,,toolong
1/4 DIA.   4 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1214,5-165-1214,AF65120162,AF65120162,,toolong
1/4 DIA.   6 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1216,5-165-1216,AF65120163,AF65120163,,toolong
3/8 DIA.   3-1/8 OAL-120  HIGH SPEED STE,PROCUT,5-165-1233,5-165-1233,AF65120241,AF65120241,,toolong
3/8 DIA.   5 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1235,5-165-1235,AF65120242,AF65120242,,toolong
3/8 DIA.   7 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1237,5-165-1237,AF65120243,AF65120243,,toolong
1/2 DIA.   3-3/4 OAL-120  HIGH SPEED STE,PROCUT,5-165-1243,5-165-1243,AF65120321,AF65120321,,toolong
1/2 DIA.   6 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1246,5-165-1246,AF65120322,AF65120322,,toolong
1/2 DIA.   8 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1248,5-165-1248,AF65120323,AF65120323,,toolong
5/8 DIA.   4-3/8 OAL-120  HIGH SPEED STE,PROCUT,5-165-1254,5-165-1254,AF65120401,AF65120401,,toolong
5/8 DIA.   7 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1257,5-165-1257,AF65120402,AF65120402,,toolong
3/4 DIA.   8 OAL-120  HIGH SPEED STEEL S,PROCUT,5-165-1268,5-165-1268,AF65120482,AF65120482,,toolong
3/4 DIA.   10 OAL-120  HIGH SPEED STEEL,PROCUT,5-165-1269,5-165-1269,AF65120483,AF65120483,,toolong
1 DIA.   6 OAL-120  HIGH SPEED STEEL SPO,PROCUT,5-165-1296,5-165-1296,AF65121001,AF65121001,,toolong
1 DIA.   10 OAL-120  HIGH SPEED STEEL SP,PROCUT,5-165-1299,5-165-1299,AF65121003,AF65121003,,toolong
"SIZE 1, 3/64 DRILL DIA   1-1/4 OAL 60  H",MORSE CUTTING TOOLS,25041,25041,MT1925041,MT1925041,,toolong
"SIZE 2, 5/64 DRILL DIA   1-7/8 OAL 60  H",MORSE CUTTING TOOLS,25042,25042,MT1925042,MT1925042,,toolong
"SIZE 3, 7/64 DRILL DIA   2 OAL 60  HSS C",MORSE CUTTING TOOLS,25043,25043,MT1925043,MT1925043,,toolong
"SIZE 4, 1/8 DRILL DIA   2-1/8 OAL 60  HS",MORSE CUTTING TOOLS,25044,25044,MT1925044,MT1925044,,toolong
"SIZE 5, 3/16 DRILL DIA   2-3/4 OAL 60  H",MORSE CUTTING TOOLS,25045,25045,MT1925045,MT1925045,,toolong
"SIZE 6, 7/32 DRILL DIA   3 OAL 60  HSS C",MORSE CUTTING TOOLS,25046,25046,MT1925046,MT1925046,,toolong
"SIZE 7, 1/4 DRILL DIA   3-1/4 OAL 60  HS",MORSE CUTTING TOOLS,25047,25047,MT1925047,MT1925047,,toolong
"SIZE 8, 5/16 DRILL DIA   3-1/2 OAL 60  H",MORSE CUTTING TOOLS,25048,25048,MT1925048,MT1925048,,toolong
"SIZE 000, .020 DRILL DIA   1-1/4 OAL 60",MORSE CUTTING TOOLS,25049,25049,MT1925049,MT1925049,,toolong
"SIZE 00, .025 DRILL DIA   1-1/4 OAL 60",MORSE CUTTING TOOLS,25050,25050,MT1925050,MT1925050,,toolong
"SIZE 0, 1/32 DRILL DIA   1-1/4 OAL 60  H",MORSE CUTTING TOOLS,25051,25051,MT1925051,MT1925051,,toolong
"SIZE 2, 5/64 DRILL DIA   1-7/8 OAL 60  H",RAPIDKUT,AV402,AV402,AV402,AV402,,toolong
"SIZE 3, 7/64 DRILL DIA   2 OAL 60  HSS C",RAPIDKUT,AV403,AV403,AV403,AV403,,toolong
"SIZE 4, 1/8 DRILL DIA   2-1/8 OAL 60  HS",RAPIDKUT,AV404,AV404,AV404,AV404,,toolong
"SIZE 5, 3/16 DRILL DIA   2-3/4 OAL 60  H",RAPIDKUT,AV405,AV405,AV405,AV405,,toolong
"SIZE 6, 7/32 DRILL DIA   3 OAL 60  HSS C",RAPIDKUT,AV406,AV406,AV406,AV406,,toolong
"SIZE 7, 1/4 DRILL DIA   3-1/4 OAL 60  HS",RAPIDKUT,AV407,AV407,AV407,AV407,,toolong
"SIZE 8, 5/16 DRILL DIA   3-1/2 OAL 60  H",RAPIDKUT,AV408,AV408,AV408,AV408,,toolong
MIKE-O-CUT OZONE SAFE TAPPING FLUID - 55,ASHBURN,D-1105-55,D-1105-55,LK70D110555,LK70D110555,,toolong
MIKE-O-CUT OZONE SAFE TAPPING FLUID - 5,ASHBURN,D-1104-05,D-1104-05,LK70D110405,LK70D110405,,toolong
MIKE-O-CUT OZONE SAFE TAPPING FLUID - 16,ASHBURN,D-1102-16,D-1102-16,LK70D110216,LK70D110216,,toolong
MIKE-O-CUT OZONE SAFE TAPPING FLUID - 1,ASHBURN,D-1103-14,D-1103-14,LK70D110311,LK70D110311,,toolong
#T50P - HEAVY DUTY TAKES - T50 STAPLES -,ARROW,T50P,T50P,KX6000050,KX6000050,,toolong
ADKT 1705PETR GRADE ME425 - MILLING INSE,MAXX EDGE,ME1350005,ME1350005,ME1350005,ME1350005,,toolong
16 PC. HSS TAPER SHANK DRILL SET,PROCUT,AP50T31,AP50T31,AP50T31,AP50T31,,toolong
16 PC. HSS TAPER SHANK DRILL SET,PROCUT,AP50T32,AP50T32,AP50T32,AP50T32,,toolong
60 PC. M42 HD SCREW MACHINE DRILL SET,RAPIDKUT,AP50S71CO,AP50S71CO,AP50S71CO,AP50S71CO,,toolong
60 PC. HSS SCREW MACHINE DRILL SET,RAPIDKUT,AP50S71H,AP50S71H,AP50S71H,AP50S71H,,toolong
29 PC. HIGH SPEED STEEL LEFT HAND JOBBER,MORSE CUTTING TOOLS,18005,18005,MT1218005,MT1218005,,toolong
29 PC. HSS JOBBER DRILL SET,MORSE CUTTING TOOLS,18101,18101,MT1218101,MT1218101,,toolong
29 PC. HSS JOBBER DRILL SET,MORSE CUTTING TOOLS,18144,18144,MT1218144,MT1218144,,toolong
29 PC. HSS HEAVY DUTY JOBBER DRILL SET,MORSE CUTTING TOOLS,18172,18172,MT1218172,MT1218172,,toolong
29 PC. HSS SCREW MACHINE DRILL SET,MORSE CUTTING TOOLS,18177,18177,MT1218177,MT1218177,,toolong
29 PC. HSS HEAVY DUTY JOBBER DRILL SET,MORSE CUTTING TOOLS,18182,18182,MT1218182,MT1218182,,toolong
29 PC. HSS REDUCED SHANK DRILL SET,MORSE CUTTING TOOLS,18400,18400,MT1218400,MT1218400,,toolong
115 PC. HSS JOBBER DRILL SET,MORSE CUTTING TOOLS,18003,18003,MT1218003,MT1218003,,toolong
115 PC. HSS JOBBER DRILL SET,MORSE CUTTING TOOLS,18004,18004,MT1218004,MT1218004,,toolong
25 PC. HSS JOBBER DRILL SET (METRIC),MORSE CUTTING TOOLS,18107,18107,MT1218107,MT1218107,,toolong
29 PC. HSS JOBBER DRILL SET,PROCUT,AP50E29,AP50E29,AP50E29,AP50E29,,toolong
1/16 DIA-1-7/8 OAL-GOLD-BLACK OXIDE-HSS-,MORSE CUTTING TOOLS,12062,12062,MT7812062,MT7812062,,toolong
#6-2 FL - EXTRA FINGER-EXTRACTOR/EXTENSI,WALTON,12062,12062,EX6012062,EX6012062,,toolong
5/64 DIA-2 OAL-GOLD-BLACK OXIDE-HSS-HEAV,MORSE CUTTING TOOLS,12063,12063,MT7812063,MT7812063,,toolong
#6-3 FL - EXTRA FINGER-EXTRACTOR/EXTENSI,WALTON,12063,12063,EX6012063,EX6012063,,toolong
3/32 DIA-2-1/4 OAL-GOLD-BLACK OXIDE-HSS-,MORSE CUTTING TOOLS,12064,12064,MT7812064,MT7812064,,toolong
#6-4 FL - EXTRA FINGER-EXTRACTOR/EXTENSI,WALTON,12064,12064,EX6012064,EX6012064,,toolong
7/64 DIA-2-5/8 OAL-GOLD-BLACK OXIDE-HSS-,MORSE CUTTING TOOLS,12065,12065,MT7812065,MT7812065,,toolong
1/8 DIA-2-3/4 OAL-GOLD-BLACK OXIDE-HSS-H,MORSE CUTTING TOOLS,12066,12066,MT7812066,MT7812066,,toolong
