VENDPART,PRODNAME,PSC_CODE,GSAPRICE,ISSCODE,QTY_UNIT,MFGPART,OEM_CAGE,MFGNAME,PRODDESC,P_DELIV,LONG_DESCRIPTION,UPC,HAZMAT,TPRSTART,TPRSTOP,TEMPRICE,SHIPPING_STANDARD,SHIPPING_EXPEDITED,SHIPPING_NEXTDAY,Environmentally Preferred Indicator,Environmentally Preferred Justifying Comment,Energy Star Indicator,Energy Star Justifying Comment,Made in the USA Indicator,Made in the USA Justifying Comment,Characteristic Information
CHT-CMZ8340-10-5M,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-10.5M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-10-5W,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-10.5W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-11M,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-11M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-11W,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-11W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-11-5M,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-11.5M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-11-5W,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-11.5W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-12M,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-12M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-13M,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-13M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-13W,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-13W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-14M,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-14M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-14W,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-14W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-8M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-8M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-8W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-8W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-8-5M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-8.5M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-8-5W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-8.5W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-9M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-9M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-9W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-9W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-9-5M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-9.5M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-9-5W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-9.5W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-10M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-10M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-10W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-10W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8340-12W,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,184.99,EA,0,CHT-CMZ8340-12W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-10-5W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-10.5W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-11M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-11M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-11W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-11W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-11-5M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-11.5M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-11-5W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-11.5W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-12M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-12M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-12W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-12W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-13M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-13M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-13W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-13W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-14M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-14M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-14W,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-14W,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
CHT-CMZ8040-10-5M,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",8430,179.99,EA,0,CHT-CMZ8040-10.5M,,CARHARTT,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",5,"Boot, Men's Carhartt 8"" USA Work Boot, Soft Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",,,,,,,,,,,,,,,
